24,37,38
19,34,36
23,35,37
25,33,32
21,34,35
23,32,30
27,39,40
23,38,39
22,37,39
24,38,38
24,43,42
24,40,41
24,42,41
25,46,46
27,47,46
25,47,46
28,50,46
24,47,44
25,47,44
26,50,45
24,49,46
24,49,45
24,46,44
23,42,40
19,43,41
22,42,39
17,34,31
20,38,35
15,31,33
19,34,32
16,32,31
14,28,29
14,23,30
14,27,26
13,27,27
13,27,26
13,26,26
12,24,30
14,30,30
14,28,29
15,32,33
16,32,29
16,35,35
19,38,36
20,42,39
24,45,35
23,44,41
24,44,43
23,46,44
26,51,47
24,49,46
27,50,45
26,51,48
22,47,49
25,49,47
28,50,46
29,50,47
25,49,47
25,46,44
25,47,45
28,49,47
24,46,46
26,44,45
26,47,47
30,49,42
27,46,44
24,42,43
24,45,44
25,49,48
25,50,46
22,46,43
23,47,41
21,45,41
18,39,39
19,38,35
17,37,35
17,32,31
14,29,29
15,29,28
14,29,29
14,29,30
11,27,28
14,23,26
10,23,26
10,23,25
9,20,23
11,17,18
9,20,23
11,19,21
10,18,20
9,18,20
8,16,20
10,17,19
7,17,20
9,16,18
7,15,20
10,17,18
4,14,22
9,14,19
12,22,24
8,13,16
10,17,17
7,13,18
0,13,19
8,10,16
9,13,17
5,5,14
8,13,16
8,12,16
9,14,17
7,13,17
9,14,17
10,13,15
7,14,16
7,15,19
10,18,22
6,15,19
4,10,17
6,16,22
9,16,20
11,21,22
10,22,23
13,22,23
11,21,23
7,22,24
11,22,23
15,26,25
14,27,27
14,26,26
12,25,27
11,26,28
14,27,27
14,29,28
12,28,29
13,28,29
14,30,31
15,34,33
18,35,33
14,34,35
16,36,35
19,37,35
17,35,34
18,35,33
14,41,36
21,40,36
18,38,37
20,39,38
16,36,35
17,37,37
17,38,37
15,34,34
21,40,36
20,40,37
21,42,39
17,37,37
18,39,38
20,39,37
18,39,39
22,46,43
22,42,39
19,40,38
19,40,40
20,43,41
23,47,44
25,47,43
23,45,42
21,44,42
26,48,44
24,49,46
22,46,43
25,50,47
24,51,48
24,49,46
23,47,45
27,51,46
27,49,45
24,49,47
24,47,47
33,52,45
25,47,45
26,47,46
24,41,46
28,49,46
27,48,45
26,45,44
26,47,45
27,47,45
28,48,46
25,47,46
25,46,45
26,50,48
24,44,44
29,45,45
27,44,43
26,45,44
28,43,43
28,48,47
23,41,42
23,39,41
24,44,43
23,39,40
25,39,39
24,37,39
24,39,38
23,36,36
24,38,39
22,36,36
22,34,33
19,32,34
21,33,35
18,31,33
21,31,30
20,32,29
20,29,29
18,29,29
18,29,28
18,25,24
14,23,21
14,25,23
16,18,17
14,22,20
14,22,19
13,23,19
11,20,17
13,21,17
4,15,12
9,18,12
8,16,12
8,15,10
3,12,9
1,9,6
5,13,11
1,8,8
4,10,6
3,8,4
3,8,6
3,9,5
2,6,3
1,8,5
1,5,5
1,7,4
0,7,5
1,6,4
3,6,5
3,11,8
5,16,10
7,15,11
9,18,14
15,29,24
17,28,29
19,30,29
18,29,31
21,32,31
19,30,33
23,36,36
24,39,40
22,36,38
22,37,39
25,41,41
27,43,42
25,42,42
25,44,44
26,50,50
25,44,45
26,46,43
24,44,45
25,46,46
26,45,44
27,46,45
26,45,44
28,48,45
28,49,47
29,47,43
23,51,50
28,50,47
27,49,48
26,47,45
27,40,44
25,48,46
24,49,46
25,48,45
25,48,46
25,48,45
27,49,46
25,51,46
24,49,47
27,51,45
23,46,44
23,48,45
24,46,44
22,45,42
24,47,43
20,48,42
23,46,42
21,45,43
23,44,42
22,46,43
23,45,41
23,46,43
21,44,42
24,47,42
23,46,40
21,44,41
25,47,42
25,46,44
26,46,42
27,48,43
26,48,44
27,51,45
28,52,46
24,47,44
27,49,45
25,42,42
19,34,40
14,28,37
14,27,36
11,19,30
9,11,25
9,14,25
8,12,23
10,17,27
10,17,27
10,12,32
11,20,28
9,18,26
10,20,27
11,22,29
13,27,33
16,30,36
15,31,38
16,32,35
17,34,37
22,37,38
15,30,35
14,30,33
12,25,31
14,26,28
12,23,29
11,24,29
13,26,27
8,26,34
12,25,30
11,28,32
15,30,34
15,32,34
14,30,35
19,43,44
18,39,41
20,38,41
21,41,42
22,43,43
17,37,39
16,32,35
16,32,35
14,26,28
10,23,28
12,24,26
12,21,24
12,21,23
8,17,21
8,19,20
10,17,20
8,16,20
9,20,22
7,15,19
4,16,22
8,17,21
9,17,15
11,23,26
13,26,28
10,24,29
11,25,29
15,27,28
13,27,30
15,31,32
17,35,35
17,37,38
15,37,40
18,38,37
18,36,37
18,36,38
18,39,40
21,42,43
20,39,39
22,42,42
25,45,44
22,41,41
23,44,44
25,48,48
24,45,46
24,46,47
23,46,47
23,44,45
24,47,47
23,45,47
22,45,47
24,46,48
26,45,47
24,46,48
25,46,47
24,42,46
23,43,46
23,42,46
29,44,46
24,43,44
29,48,45
21,42,42
16,32,36
19,38,40
17,35,40
18,34,43
18,28,37
19,29,38
20,32,40
15,30,39
18,33,40
15,31,39
15,32,38
18,32,37
17,32,38
16,31,38
17,33,39
18,33,39
20,40,37
19,36,41
20,37,41
20,37,41
20,43,46
22,42,45
24,43,41
25,45,46
26,47,48
27,47,47
23,45,45
24,46,47
22,46,46
25,47,45
23,46,46
24,46,45
26,50,47
22,44,43
25,47,45
25,48,45
26,51,47
26,49,45
25,47,44
25,49,45
26,48,36
23,46,43
25,49,46
24,48,41
26,50,47
22,46,45
26,50,45
28,52,44
26,49,44
26,51,45
28,51,44
27,51,46
28,53,45
26,44,43
27,50,42
26,51,44
25,49,42
27,51,42
22,47,40
27,50,41
26,50,41
23,47,40
26,51,43
26,50,40
25,51,42
25,50,41
25,52,40
22,47,39
26,48,39
25,51,41
22,45,37
24,46,37
19,43,37
23,45,36
24,47,37
23,49,40
25,49,41
23,48,41
26,50,40
23,41,40
26,51,43
23,51,44
27,50,41
25,55,45
25,47,38
24,46,37
24,46,37
21,50,41
24,48,42
27,52,44
27,52,44
26,50,48
28,52,46
29,55,48
27,51,47
26,45,47
30,52,48
29,52,49
30,51,48
28,50,47
28,52,49
28,50,48
26,44,45
26,44,45
27,46,48
26,47,49
28,49,49
25,44,46
25,43,46
26,45,49
27,45,44
25,45,47
20,32,39
20,39,43
15,34,38
19,35,36
20,39,42
19,37,41
21,42,44
21,41,45
23,44,47
26,45,46
26,47,48
24,43,46
25,44,46
29,50,48
24,46,48
26,45,46
25,46,48
25,46,48
26,45,46
25,46,48
24,44,47
23,42,46
25,41,43
25,40,44
23,45,49
22,39,44
26,41,43
24,34,40
23,38,42
24,38,42
26,37,39
25,38,41
25,39,44
24,37,41
21,33,37
16,32,40
20,31,34
18,30,33
19,29,29
20,29,31
16,26,28
13,21,21
9,10,14
10,16,16
11,18,15
11,16,15
9,14,14
11,15,12
8,14,15
10,15,13
7,13,12
7,16,15
7,11,9
7,14,12
8,14,12
8,12,11
10,13,10
5,9,9
7,9,8
2,8,7
2,5,5
1,8,7
2,5,5
3,8,7
5,10,3
10,16,13
10,23,27
18,28,31
22,36,39
23,37,40
24,39,43
26,41,42
28,45,45
27,45,46
24,41,43
23,43,49
26,46,48
29,48,48
31,52,49
27,46,47
26,49,48
27,49,41
24,47,47
24,47,48
25,48,45
25,46,45
23,45,44
24,47,44
22,45,45
21,43,41
23,46,43
20,43,42
21,47,46
24,45,43
21,43,43
20,36,45
23,44,43
25,46,41
21,42,40
23,47,43
19,37,34
18,39,38
18,37,37
16,31,30
18,35,35
16,31,35
18,36,35
17,36,38
15,35,34
15,26,34
15,32,32
14,29,31
12,28,28
11,25,27
9,28,30
13,25,26
13,25,26
10,23,26
12,21,22
12,23,24
9,18,22
10,21,23
11,19,21
8,20,22
10,20,22
7,14,19
9,19,18
10,19,20
10,18,19
8,16,19
7,15,19
7,17,20
6,15,19
6,13,16
10,19,21
7,12,16
7,13,16
12,17,18
8,17,19
8,14,19
6,13,17
7,15,19
6,13,16
9,15,16
6,12,15
7,14,16
8,15,17
7,12,16
6,13,15
7,12,12
5,12,16
8,15,16
8,13,14
9,14,15
7,13,15
4,10,14
7,12,14
3,10,14
7,14,14
8,10,11
8,14,15
4,7,9
6,12,14
7,10,11
5,8,11
5,9,11
5,8,10
8,11,12
7,12,13
7,11,14
4,14,15
6,12,15
4,11,14
6,13,18
6,14,17
8,18,20
8,17,20
6,18,23
11,23,25
16,27,27
15,29,28
11,26,29
12,28,30
17,33,33
14,33,38
17,35,35
14,30,33
15,32,33
17,35,35
16,35,35
18,36,36
16,33,36
19,37,37
19,39,38
20,41,41
18,38,39
17,37,38
20,39,40
18,38,39
18,37,38
21,41,40
18,40,41
18,41,44
22,42,41
20,41,41
22,47,46
20,42,43
19,42,43
20,42,43
22,44,43
23,45,43
18,50,49
24,46,44
21,44,44
24,46,38
24,45,44
23,46,46
24,47,45
25,48,46
25,49,48
22,42,42
21,41,40
