15,7,2
17,9,3
15,8,1
14,7,1
15,5,1
16,7,1
16,9,3
17,9,2
16,7,1
15,8,2
16,7,2
16,6,1
17,8,2
15,6,0
18,8,3
16,9,3
17,9,2
16,8,3
17,9,2
18,9,2
16,7,1
14,6,1
16,7,1
15,7,2
15,7,2
16,7,2
17,9,3
17,9,2
16,9,3
15,6,1
17,9,2
17,8,2
17,9,2
14,6,1
16,7,2
16,8,3
17,8,2
15,7,3
15,7,2
14,5,1
16,7,2
15,7,2
16,8,1
17,8,2
16,9,3
17,9,3
16,7,1
17,6,1
15,7,2
15,7,2
17,7,1
17,9,3
17,6,1
17,9,2
15,7,2
18,9,3
16,7,2
15,7,2
16,7,1
15,8,3
16,8,3
16,9,3
17,9,2
16,10,2
16,9,2
16,10,3
15,10,3
15,10,3
16,11,2
14,8,2
15,10,3
16,9,1
14,8,2
16,10,2
14,11,3
15,10,2
16,10,3
15,11,3
13,9,2
13,10,2
13,10,2
15,9,1
15,11,2
13,10,2
15,11,2
14,10,1
13,9,2
13,8,0
14,11,2
13,9,2
15,11,2
16,11,3
16,10,2
15,11,3
13,8,1
13,9,2
15,8,2
16,8,1
15,7,1
15,6,1
15,8,1
16,7,2
17,7,1
16,7,2
17,8,3
15,6,1
15,7,2
15,8,2
15,6,1
18,9,3
17,8,2
16,7,2
16,7,2
17,9,2
17,9,1
17,8,3
14,7,2
15,5,1
15,7,2
16,6,1
17,8,2
17,9,2
16,9,2
18,8,2
17,9,2
16,8,3
14,6,1
17,9,2
16,8,2
18,10,3
16,7,2
16,7,1
18,9,2
16,9,3
16,7,1
16,8,2
16,7,2
15,7,2
17,8,3
17,9,3
18,9,2
16,7,2
16,7,1
17,8,2
17,9,3
16,7,2
18,9,2
18,7,2
19,9,4
22,11,3
23,11,3
23,9,3
24,9,3
26,9,4
27,9,3
28,10,3
29,9,3
30,12,5
30,11,5
28,9,4
28,11,3
27,9,4
29,11,4
27,10,2
29,9,3
30,12,5
29,11,4
28,9,4
28,9,3
29,11,4
30,11,4
28,9,4
29,9,4
30,11,4
28,11,5
29,12,4
27,10,4
28,10,4
26,9,2
27,11,4
23,8,3
23,8,3
25,9,2
23,8,3
26,11,4
22,8,2
22,8,2
23,10,4
23,10,3
21,8,3
21,9,3
21,9,3
19,9,2
19,8,4
15,5,0
17,7,1
16,6,1
18,9,2
17,8,3
16,6,2
17,7,1
16,7,2
18,8,2
15,6,1
18,8,2
15,7,2
17,7,1
17,6,2
18,8,2
15,5,1
18,8,3
19,8,2
18,9,3
18,8,2
19,9,3
18,7,1
17,6,2
19,9,3
17,8,2
17,7,0
18,8,2
17,8,3
17,6,1
18,7,1
18,8,1
18,7,2
17,7,3
18,9,3
20,8,2
20,9,3
19,8,1
21,8,2
23,7,2
26,10,4
29,11,5
30,10,3
32,11,6
35,11,4
38,13,5
38,11,5
39,11,5
41,12,5
42,14,7
44,14,6
45,12,5
48,13,7
52,14,6
54,14,7
56,14,7
56,16,9
56,16,9
54,13,6
55,15,8
57,16,8
57,16,9
58,17,8
57,16,7
57,15,7
56,16,8
55,15,7
55,15,8
56,16,7
57,15,6
57,16,8
56,16,7
55,15,8
52,14,7
48,14,6
46,11,5
45,14,6
45,15,6
45,14,7
45,13,6
51,16,8
52,15,8
56,14,6
57,14,7
58,17,9
57,16,8
56,17,8
54,15,6
52,14,7
51,14,7
52,16,7
50,14,6
51,16,8
51,16,7
49,14,7
49,14,6
46,15,7
43,11,5
43,14,5
41,14,6
39,12,4
38,11,5
35,9,4
34,10,4
31,10,3
30,9,4
29,11,4
27,9,3
25,10,5
22,8,3
21,7,2
20,9,4
18,9,3
16,7,2
16,7,2
18,9,2
18,8,2
17,7,2
17,7,1
17,9,4
17,7,1
17,8,3
16,7,1
17,7,1
18,8,2
18,8,2
18,8,2
16,6,1
17,6,1
17,7,2
16,6,1
17,7,2
18,7,2
15,7,2
17,8,2
15,6,2
18,8,2
17,8,2
17,8,3
15,7,2
17,7,2
17,7,1
16,8,2
17,8,3
17,8,2
16,6,2
17,8,3
18,8,1
16,7,2
18,8,2
16,9,3
15,7,2
17,10,3
15,7,2
17,8,2
17,7,2
17,8,2
17,8,2
16,7,2
18,8,2
17,9,4
16,7,2
16,7,2
17,7,2
17,9,3
17,9,2
16,7,2
16,7,1
18,9,3
16,8,3
17,9,3
16,7,1
16,9,3
18,10,3
18,10,2
16,8,2
17,10,3
17,10,2
16,9,3
17,8,2
16,9,4
16,9,1
15,8,2
15,9,2
17,9,2
15,8,2
16,10,4
17,10,2
16,8,2
15,8,2
16,10,2
15,8,2
16,10,3
17,10,4
17,9,2
16,8,2
16,10,3
16,10,3
15,9,2
16,10,3
15,9,2
17,10,2
17,10,5
18,9,3
15,8,1
17,10,3
17,9,2
15,8,2
16,10,2
16,10,3
16,11,2
15,7,2
15,9,3
17,9,4
16,9,3
17,9,1
18,9,2
17,10,2
17,10,2
18,10,2
17,7,1
19,9,3
16,8,2
18,7,1
19,7,2
18,8,4
17,8,2
19,9,4
18,9,3
18,7,2
19,8,2
18,7,1
18,9,3
17,7,2
18,9,3
17,7,2
17,7,2
19,9,2
16,7,2
16,8,2
18,9,2
18,8,2
17,7,1
18,8,2
15,6,2
18,9,3
17,9,3
17,7,2
16,6,0
16,7,2
16,7,2
18,9,3
16,6,1
16,8,3
16,7,2
18,9,2
15,6,1
18,8,2
18,8,2
17,9,3
18,9,2
17,8,4
18,8,2
17,9,3
15,7,1
16,7,2
18,9,3
16,7,2
18,7,2
17,7,1
17,9,2
