0,57.3
1,57.3
2,57.3
3,57.0
4,57.2
5,56.3
6,56.1
7,56.1
8,55.4
9,55.1
10,55.1
11,55.1
12,55.1
13,55.1
14,55.1
15,55.1
16,55.1
17,55.1
18,54.6
19,55.1
20,55.3
21,54.6
22,54.6
23,55.5
24,55.5
25,55.5
26,55.3
27,55.4
28,55.9
29,55.9
30,56.1
31,56.3
32,56.3
33,56.7
34,56.7
35,56.3
36,57.2
37,57.3
38,57.8
39,58.2
40,58.8
41,58.8
42,59.0
43,59.0
44,61.0
45,61.0
46,61.0
47,61.0
48,61.0
49,83.1
50,83.1
51,83.1
52,83.4
53,83.3
54,83.3
55,83.4
56,83.4
57,83.4
58,83.4
59,83.4
60,62.2
61,60.9
62,61.0
63,60.5
64,60.5
65,59.7
66,59.5
67,59.5
68,59.5
69,59.0
70,58.8
71,58.8
72,58.8
73,58.8
74,58.8
75,59.1
76,59.0
77,59.5
78,59.5
79,59.5
80,59.7
81,59.8
82,60.3
83,60.9
84,61.8
85,62.6
86,62.6
87,62.6
88,62.6
89,62.6
90,82.6
91,82.6
92,82.5
93,82.5
94,83.1
95,83.1
96,83.3
97,83.3
98,83.5
99,83.4
100,83.1
101,83.1
102,83.1
103,83.1
104,83.1
105,83.1
106,83.1
107,83.1
108,59.8
109,59.9
110,59.0
111,59.1
112,58.6
113,58.6
114,58.1
115,58.0
116,58.0
117,58.0
118,57.3
119,58.0
120,58.0
121,57.3
122,57.6
123,58.0
124,58.0
125,58.0
126,58.1
127,58.6
128,58.6
129,60.5
130,60.9
131,60.9
132,60.9
133,60.9
134,60.9
135,60.9
136,79.6
137,79.6
138,78.6
139,78.6
140,78.6
141,78.6
142,78.6
143,56.9
144,55.9
145,55.3
146,54.6
147,54.2
148,54.2
149,53.7
150,53.6
151,53.6
152,53.4
153,52.7
154,52.7
155,52.7
156,53.4
157,52.7
158,52.7
159,53.4
160,53.4
161,53.4
162,53.8
163,53.7
164,54.4
165,55.3
166,55.5
167,56.3
168,56.9
169,56.9
170,56.9
171,78.6
172,78.6
173,78.6
174,77.8
175,78.6
176,78.6
177,78.6
178,78.6
179,61.8
180,59.5
181,59.1
182,58.1
183,58.0
184,57.4
185,57.4
186,57.4
187,57.0
188,56.7
189,56.7
190,56.7
191,56.3
192,56.3
193,56.3
194,56.3
195,56.3
196,56.3
197,56.3
198,56.7
199,56.7
200,57.0
201,57.4
202,57.4
203,57.3
204,57.3
205,58.0
206,58.2
207,58.8
208,59.8
209,60.9
210,60.7
211,60.7
212,60.7
213,60.7
214,60.7
215,84.3
216,84.3
217,84.3
218,83.9
219,84.0
220,84.0
221,84.0
222,84.0
223,62.6
224,63.9
225,61.7
226,61.6
227,61.8
228,61.4
229,60.9
230,60.9
231,60.9
232,60.7
233,60.5
234,60.1
235,59.9
236,60.3
237,60.5
238,60.9
239,60.5
240,60.5
241,60.5
242,60.9
243,60.9
244,61.4
245,61.4
246,61.4
247,61.6
248,61.7
249,62.2
250,62.6
251,62.6
252,63.3
253,63.9
254,64.1
255,64.5
256,65.3
257,65.3
258,65.3
259,65.3
260,65.3
261,65.3
262,65.3
263,65.3
264,65.3
265,65.3
266,65.3
267,85.3
268,85.5
269,85.5
270,85.7
271,85.7
272,85.7
273,85.6
274,85.6
275,86.1
276,86.1
277,86.3
278,86.9
279,86.9
280,87.2
281,87.1
282,87.1
283,87.1
284,87.1
285,87.1
286,87.1
287,87.1
288,62.6
289,62.6
290,60.9
291,60.7
292,59.9
293,59.7
294,59.0
295,59.0
296,59.0
297,58.8
298,58.8
299,58.6
300,58.6
301,58.6
302,58.6
303,58.6
304,58.8
305,58.8
306,58.8
307,59.0
308,59.5
309,59.5
310,59.9
311,59.8
312,59.8
313,60.9
314,61.6
315,61.8
316,63.5
317,64.5
318,64.5
319,64.5
320,64.5
321,79.2
322,79.2
323,79.2
324,79.2
325,79.2
326,79.2
327,79.2
328,52.7
329,52.7
330,51.7
331,51.1
332,50.6
333,50.6
334,50.6
335,49.9
336,50.0
337,50.0
338,50.0
339,50.0
340,50.0
341,50.0
342,50.0
