1732649622.3257806,26.7,False,3
1732649622.3773515,26.5,False,3
1732649622.4291036,26.5,False,4
1732649622.481054,25.7,False,3
1732649622.5326564,25.7,False,5
1732649622.584546,25.7,False,5
1732649622.635807,25.7,False,5
1732649622.6874452,25.9,False,5
1732649622.863223,25.9,False,5
1732649622.915121,25.9,False,3
1732649622.9670918,25.9,False,4
1732649623.018987,26.3,False,3
1732649623.0713422,26.4,False,3
1732649623.1234312,27.1,False,3
1732649623.1757853,28.7,False,4
1732649623.2276723,32.6,True,3
1732649623.2821054,32.6,False,4
1732649623.333649,32.6,False,4
1732649623.3852272,32.6,False,5
1732649623.43691,32.6,False,3
1732649623.4886618,32.6,False,3
1732649623.5407329,32.1,False,3
1732649623.5926495,32.6,False,3
1732649623.6444442,32.6,False,3
1732649623.6959977,32.1,False,3
1732649623.7478764,29.6,False,3
1732649623.799531,27.8,False,3
1732649623.8513198,26.5,False,4
1732649623.9028652,26.5,False,3
1732649623.9545224,26.3,False,3
1732649624.0061316,26.3,False,4
1732649624.058277,25.9,False,5
1732649624.1104996,25.5,False,5
1732649624.1624765,25.5,False,5
1732649624.2141116,25.5,False,4
1732649624.265704,25.5,False,4
1732649624.3175871,25.5,False,3
1732649624.3689575,25.5,False,3
1732649624.4205675,25.5,False,3
1732649624.472813,25.9,False,3
1732649624.5247371,25.9,False,3
1732649624.5766628,25.9,False,3
1732649624.6283739,25.9,False,3
1732649624.679998,26.7,False,3
1732649624.7314396,26.7,False,3
1732649624.782846,26.7,False,3
1732649624.9069004,27.8,False,3
1732649624.9594307,28.1,False,3
1732649625.0114925,32.6,True,2
1732649625.0657947,32.6,False,2
1732649625.117974,32.6,False,2
1732649625.1719596,32.1,False,3
1732649625.2239056,32.1,False,3
1732649625.2760158,32.1,False,3
1732649625.3276668,32.6,False,3
1732649625.3798184,32.6,False,3
1732649625.4317253,32.6,False,3
1732649625.483347,32.6,False,3
1732649625.534963,28.9,False,3
1732649625.5865364,28.0,False,3
1732649625.638057,27.3,False,3
1732649625.689501,27.1,False,3
1732649625.7410665,26.5,False,3
1732649625.7926538,25.9,False,3
1732649625.8442347,25.9,False,3
1732649625.8959987,25.5,False,4
1732649625.9471729,25.1,False,4
1732649625.998316,25.1,False,4
1732649626.1283941,25.1,False,5
1732649626.1806858,25.1,False,5
1732649626.2325318,25.5,False,5
1732649626.2843032,25.5,False,5
1732649626.3361828,25.5,False,4
1732649626.388455,25.7,False,4
1732649626.4405315,25.9,False,3
1732649626.49285,25.9,False,3
1732649626.5450082,25.9,False,3
1732649626.5970695,25.9,False,3
1732649626.649154,26.3,False,3
1732649626.701496,26.7,False,3
1732649626.753259,32.1,True,3
1732649626.8071072,32.6,False,3
1732649626.8587818,32.6,False,3
1732649626.910382,32.6,False,4
1732649626.9619844,32.6,False,3
1732649627.0136027,32.6,False,3
1732649627.065018,32.6,False,3
1732649627.1166162,32.6,False,3
1732649627.1684532,32.1,False,3
1732649627.2200449,32.1,False,3
1732649627.2720976,27.3,False,3
1732649627.3236852,26.3,False,3
1732649627.3752759,25.9,False,3
1732649627.4268875,25.9,False,4
1732649627.4791884,25.9,False,4
1732649627.530903,25.9,False,4
1732649627.582486,25.5,False,5
1732649627.6343625,25.1,False,5
1732649627.686138,24.9,False,5
1732649627.7377422,24.9,False,5
1732649627.789536,24.9,False,4
1732649627.8413196,24.9,False,3
1732649627.893125,24.9,False,3
1732649627.944731,24.9,False,3
1732649627.9962587,24.9,False,3
1732649628.0478194,24.9,False,3
1732649628.0994337,25.1,False,3
1732649628.1512818,25.7,False,3
1732649628.2033849,25.7,False,3
1732649628.2549658,25.7,False,3
1732649628.306568,25.9,False,3
1732649628.3577578,25.9,False,3
1732649628.4093604,26.7,False,2
1732649628.4605477,28.1,False,3
1732649628.512081,28.7,False,3
1732649628.5636413,32.6,True,2
1732649628.6181364,32.6,False,3
1732649628.669794,32.6,False,2
1732649628.721666,32.6,False,2
1732649628.7734334,40,True,3
1732649628.8275547,40,False,3
1732649628.8790839,40,False,3
1732649628.9306707,40,False,3
1732649628.9822206,40,False,3
1732649629.0336912,40,False,3
1732649629.085336,40,False,2
1732649629.1371794,40,False,2
1732649629.1888826,32.6,False,2
1732649629.2406502,33.8,False,1
1732649629.292215,34.5,False,1
1732649629.3437662,34.5,False,1
1732649629.3952103,34.5,False,1
1732649629.4594913,40,True,1
1732649629.5137758,40,False,1
1732649629.5654562,40,False,1
1732649629.6170282,40,False,1
1732649629.6787832,40,False,1
1732649629.8656821,40,False,1
1732649629.957591,40,False,1
1732649630.00988,40,False,2
1732649630.0620782,40,False,2
1732649630.1232874,32.6,False,3
1732649630.175675,32.6,False,3
1732649630.2277095,32.6,False,3
1732649630.3121102,32.6,False,3
1732649630.364229,32.6,False,3
1732649630.4346833,28.8,False,3
1732649630.4863915,26.3,False,3
1732649630.5383906,25.7,False,3
1732649630.5904555,25.7,False,3
1732649630.6845853,25.5,False,3
1732649630.7367518,24.3,False,3
1732649630.788808,24.3,False,3
1732649630.8408947,24.3,False,3
1732649630.8929195,24.3,False,3
1732649630.944954,24.3,False,4
1732649630.9969697,24.3,False,5
1732649631.0488033,24.3,False,5
1732649631.1008039,24.3,False,5
1732649631.1527312,24.3,False,5
1732649631.2043529,24.3,False,5
1732649631.2559357,24.3,False,4
1732649631.3076856,24.7,False,3
1732649631.3592136,25.7,False,3
1732649631.4107602,25.7,False,3
1732649631.4623268,26.5,False,3
1732649631.5138752,26.5,False,3
1732649631.5654383,27.3,False,4
1732649631.6169984,28.9,False,3
1732649631.6685517,32.1,True,3
1732649631.7229934,32.1,False,3
1732649631.7748659,32.1,False,4
1732649631.826443,32.1,False,4
1732649631.8780527,32.1,False,3
1732649631.9296114,32.1,False,3
1732649631.981157,32.1,False,3
1732649632.0327246,32.6,False,3
1732649632.0845406,32.6,False,3
1732649632.13609,32.6,False,3
1732649632.1876588,32.1,False,3
1732649632.2392154,32.1,False,3
1732649632.2907577,26.7,False,4
1732649632.3422894,25.9,False,4
1732649632.3938713,25.9,False,5
1732649632.445484,25.7,False,5
1732649632.4972403,25.7,False,5
1732649632.54912,24.7,False,5
1732649632.600534,24.3,False,4
1732649632.652277,23.7,False,4
1732649632.7038515,23.7,False,3
1732649632.7554686,23.6,False,3
1732649632.8070114,23.6,False,3
1732649632.858561,23.6,False,3
1732649632.9100716,23.6,False,3
1732649632.9616268,23.6,False,3
1732649633.0131524,24.3,False,3
1732649633.0646682,24.4,False,3
1732649633.1162553,24.9,False,3
1732649633.1678526,24.9,False,3
1732649633.21941,24.9,False,3
1732649633.270462,25.1,False,3
1732649633.3219404,25.1,False,3
1732649633.3735921,25.1,False,3
1732649633.4254296,27.3,False,3
1732649633.47697,27.8,False,3
