1732649614.8760614,40,False,0
1732649615.3025227,40,False,3
1732649615.3582668,28.1,False,3
1732649615.4253414,27.8,False,3
1732649615.4767983,27.7,False,4
1732649615.5290108,27.3,False,3
1732649615.581014,27.3,False,3
1732649615.6327572,27.3,False,3
1732649615.684373,27.3,False,4
1732649615.7427533,27.3,False,3
1732649615.7949297,27.9,False,4
1732649615.9570627,28.2,False,5
1732649616.0095813,28.6,False,5
1732649616.061658,29.6,False,6
1732649616.113993,29.7,False,5
1732649616.166366,30.4,False,6
1732649616.2186103,32.1,False,5
1732649616.2707653,32.1,False,5
1732649616.3230639,32.1,False,5
1732649616.3754566,32.1,False,4
1732649616.4277272,32.1,False,3
1732649616.4799716,32.1,False,4
1732649616.531991,32.1,False,4
1732649616.5841925,32.1,False,4
1732649616.6359947,40,True,5
1732649616.6897798,40,False,4
1732649616.7418456,40,False,4
1732649616.7939825,40,False,4
1732649616.8460786,40,False,5
1732649616.8981602,40,False,4
1732649616.950728,40,False,4
1732649617.0024722,40,False,3
1732649617.054147,40,False,4
1732649617.1076705,40,False,3
1732649617.159993,40,False,3
1732649617.2260163,40,False,4
1732649617.2777717,32.4,False,5
1732649617.3292274,32.6,False,6
1732649617.3955095,32.6,False,6
1732649617.4477167,32.4,False,6
1732649617.4997752,30.3,False,5
1732649617.5517638,28.9,False,5
1732649617.6038146,28.9,False,3
1732649617.655982,28.6,False,4
1732649617.7077744,28.2,False,3
1732649617.7598248,27.3,False,3
1732649617.811986,27.3,False,3
1732649617.9562366,27.3,False,3
1732649618.2495108,27.1,False,3
1732649618.310533,26.5,False,3
1732649618.3629203,25.9,False,3
1732649618.415072,25.9,False,3
1732649618.4669616,25.9,False,3
1732649618.5191565,25.9,False,3
1732649618.571484,25.9,False,3
1732649618.623519,25.9,False,3
1732649618.675458,25.9,False,3
1732649618.7272341,26.3,False,3
1732649618.7788808,27.3,False,3
1732649618.8316112,27.3,False,3
1732649618.8839195,28.2,False,3
1732649618.9359689,29.7,False,3
1732649618.9880712,32.6,False,3
1732649619.039987,32.6,False,3
1732649619.0919163,32.1,False,4
1732649619.14434,32.1,False,5
1732649619.1962929,32.1,False,5
1732649619.2483442,32.1,False,5
1732649619.3005915,32.1,False,5
1732649619.352708,32.1,False,5
1732649619.4049025,32.1,False,4
1732649619.4569516,32.1,False,4
1732649619.51099,29.6,False,3
1732649619.5630429,29.0,False,3
1732649619.6148045,28.8,False,3
1732649619.6665723,28.1,False,3
1732649619.7185864,28.0,False,3
1732649619.7819784,27.8,False,4
1732649619.834361,27.1,False,4
1732649619.9238405,27.1,False,3
1732649619.975994,27.1,False,4
1732649620.0283914,27.1,False,5
1732649620.0800135,26.7,False,5
1732649620.131779,26.7,False,5
1732649620.1834393,26.7,False,4
1732649620.2357142,26.7,False,4
1732649620.2877157,26.7,False,3
1732649620.339336,26.7,False,3
1732649620.3909552,27.3,False,3
1732649620.4425795,27.3,False,3
1732649620.503503,27.3,False,3
1732649620.5553036,27.3,False,3
1732649620.6068788,27.8,False,3
1732649620.658651,28.6,False,3
1732649620.7103107,28.9,False,3
1732649620.7620423,29.4,False,3
1732649620.8139162,32.1,False,3
1732649620.8655045,32.1,False,3
1732649620.9170628,32.6,False,2
1732649621.0628533,32.6,False,2
1732649621.1150887,32.6,False,1
1732649621.167004,32.6,False,1
1732649621.2313237,40,False,0
1732649621.2835412,40,False,1
1732649621.3353302,40,False,1
1732649621.386954,40,False,1
1732649621.4392169,40,False,1
1732649621.4916096,40,False,1
1732649621.5437183,40,False,1
1732649621.5956056,40,False,1
1732649621.6472373,40,False,1
1732649621.6988041,40,False,2
1732649621.750642,40,False,3
1732649621.8023784,32.1,False,3
1732649621.8538458,32.1,False,3
1732649621.9054446,32.1,False,4
1732649621.957469,32.1,False,2
1732649622.0092263,30.8,False,3
1732649622.0608866,30.2,False,3
1732649622.1188252,28.0,False,3
1732649622.170686,27.7,False,3
1732649622.2225132,27.3,False,4
1732649622.274291,26.7,False,3
