1732227866.73126,"state(us_sensor=97.6, color_sensor='unknown', color_sensor2='unknown', g_sensor=-504)"
1732227867.1541207,"state(us_sensor=97.6, color_sensor='unknown', color_sensor2='unknown', g_sensor=-508)"
1732227867.2320251,"state(us_sensor=97.6, color_sensor='unknown', color_sensor2='unknown', g_sensor=-537)"
1732227867.2846682,"state(us_sensor=97.6, color_sensor='unknown', color_sensor2='unknown', g_sensor=-541)"
1732227867.3374324,"state(us_sensor=97.6, color_sensor='unknown', color_sensor2='unknown', g_sensor=-545)"
1732227867.3907313,"state(us_sensor=97.6, color_sensor='unknown', color_sensor2='unknown', g_sensor=-548)"
1732227867.443341,"state(us_sensor=97.6, color_sensor='unknown', color_sensor2='unknown', g_sensor=-552)"
1732227867.496356,"state(us_sensor=97.6, color_sensor='unknown', color_sensor2='unknown', g_sensor=-556)"
1732227867.5494587,"state(us_sensor=97.6, color_sensor='unknown', color_sensor2='unknown', g_sensor=-559)"
1732227867.6028152,"state(us_sensor=97.6, color_sensor='unknown', color_sensor2='unknown', g_sensor=-563)"
1732227867.6559598,"state(us_sensor=97.6, color_sensor='unknown', color_sensor2='unknown', g_sensor=-567)"
1732227867.7087278,"state(us_sensor=97.6, color_sensor='unknown', color_sensor2='unknown', g_sensor=-570)"
1732227867.7618835,"state(us_sensor=97.6, color_sensor='unknown', color_sensor2='unknown', g_sensor=-574)"
1732227867.8148043,"state(us_sensor=97.6, color_sensor='unknown', color_sensor2='unknown', g_sensor=-578)"
1732227867.8676872,"state(us_sensor=97.6, color_sensor='unknown', color_sensor2='unknown', g_sensor=-581)"
1732227867.92093,"state(us_sensor=97.6, color_sensor='unknown', color_sensor2='unknown', g_sensor=-585)"
1732227867.9741516,"state(us_sensor=97.6, color_sensor='unknown', color_sensor2='unknown', g_sensor=-589)"
1732227868.0274503,"state(us_sensor=97.6, color_sensor='unknown', color_sensor2='unknown', g_sensor=-593)"
1732227868.0805826,"state(us_sensor=97.6, color_sensor='unknown', color_sensor2='unknown', g_sensor=-596)"
1732227868.1335564,"state(us_sensor=97.6, color_sensor='unknown', color_sensor2='unknown', g_sensor=-600)"
1732227868.186676,"state(us_sensor=97.8, color_sensor='unknown', color_sensor2='unknown', g_sensor=-604)"
1732227868.2398229,"state(us_sensor=97.8, color_sensor='unknown', color_sensor2='unknown', g_sensor=-607)"
1732227868.2928681,"state(us_sensor=97.7, color_sensor='unknown', color_sensor2='unknown', g_sensor=-610)"
1732227868.3460212,"state(us_sensor=97.7, color_sensor='unknown', color_sensor2='unknown', g_sensor=-613)"
1732227868.3991332,"state(us_sensor=98.6, color_sensor='unknown', color_sensor2='unknown', g_sensor=-616)"
1732227868.452252,"state(us_sensor=98.5, color_sensor='unknown', color_sensor2='unknown', g_sensor=-620)"
1732227868.505144,"state(us_sensor=98.5, color_sensor='unknown', color_sensor2='unknown', g_sensor=-624)"
1732227868.557901,"state(us_sensor=98.4, color_sensor='unknown', color_sensor2='unknown', g_sensor=-628)"
1732227868.6110413,"state(us_sensor=98.4, color_sensor='unknown', color_sensor2='unknown', g_sensor=-632)"
1732227868.6641495,"state(us_sensor=98.5, color_sensor='unknown', color_sensor2='unknown', g_sensor=-636)"
1732227868.717654,"state(us_sensor=98.5, color_sensor='unknown', color_sensor2='unknown', g_sensor=-639)"
1732227868.7707582,"state(us_sensor=99.0, color_sensor='unknown', color_sensor2='unknown', g_sensor=-643)"
1732227868.8238587,"state(us_sensor=99.0, color_sensor='unknown', color_sensor2='unknown', g_sensor=-647)"
1732227868.8766391,"state(us_sensor=98.6, color_sensor='unknown', color_sensor2='unknown', g_sensor=-651)"
1732227868.9304752,"state(us_sensor=99.0, color_sensor='unknown', color_sensor2='unknown', g_sensor=-654)"
1732227868.98314,"state(us_sensor=99.2, color_sensor='unknown', color_sensor2='unknown', g_sensor=-657)"
1732227869.0358963,"state(us_sensor=99.2, color_sensor='unknown', color_sensor2='unknown', g_sensor=-661)"
1732227869.0884342,"state(us_sensor=99.2, color_sensor='unknown', color_sensor2='unknown', g_sensor=-665)"
1732227869.141657,"state(us_sensor=99.2, color_sensor='unknown', color_sensor2='unknown', g_sensor=-668)"
1732227869.1950083,"state(us_sensor=99.2, color_sensor='unknown', color_sensor2='unknown', g_sensor=-672)"
1732227869.248107,"state(us_sensor=99.4, color_sensor='unknown', color_sensor2='unknown', g_sensor=-675)"
1732227869.3007972,"state(us_sensor=99.4, color_sensor='unknown', color_sensor2='unknown', g_sensor=-679)"
1732227869.3532417,"state(us_sensor=99.4, color_sensor='unknown', color_sensor2='unknown', g_sensor=-683)"
1732227869.4058895,"state(us_sensor=99.3, color_sensor='unknown', color_sensor2='unknown', g_sensor=-686)"
1732227869.4589803,"state(us_sensor=99.3, color_sensor='unknown', color_sensor2='unknown', g_sensor=-690)"
1732227869.5112152,"state(us_sensor=99.3, color_sensor='unknown', color_sensor2='unknown', g_sensor=-693)"
1732227869.5640552,"state(us_sensor=99.3, color_sensor='unknown', color_sensor2='unknown', g_sensor=-697)"
1732227869.617003,"state(us_sensor=99.3, color_sensor='unknown', color_sensor2='unknown', g_sensor=-701)"
1732227869.6696658,"state(us_sensor=99.3, color_sensor='unknown', color_sensor2='unknown', g_sensor=-705)"
1732227869.7224226,"state(us_sensor=99.3, color_sensor='unknown', color_sensor2='unknown', g_sensor=-709)"
1732227869.7753906,"state(us_sensor=99.3, color_sensor='unknown', color_sensor2='unknown', g_sensor=-712)"
1732227869.8280246,"state(us_sensor=99.3, color_sensor='unknown', color_sensor2='unknown', g_sensor=-716)"
1732227869.8809397,"state(us_sensor=99.3, color_sensor='unknown', color_sensor2='unknown', g_sensor=-720)"
1732227869.9338644,"state(us_sensor=99.3, color_sensor='unknown', color_sensor2='unknown', g_sensor=-724)"
1732227869.9860735,"state(us_sensor=99.4, color_sensor='unknown', color_sensor2='unknown', g_sensor=-727)"
1732227870.0381274,"state(us_sensor=99.4, color_sensor='unknown', color_sensor2='unknown', g_sensor=-731)"
1732227870.0906405,"state(us_sensor=99.3, color_sensor='unknown', color_sensor2='unknown', g_sensor=-735)"
1732227870.1427538,"state(us_sensor=99.3, color_sensor='unknown', color_sensor2='unknown', g_sensor=-739)"
1732227870.1953042,"state(us_sensor=99.3, color_sensor='unknown', color_sensor2='unknown', g_sensor=-743)"
1732227870.2480588,"state(us_sensor=99.3, color_sensor='unknown', color_sensor2='unknown', g_sensor=-747)"
1732227870.2998214,"state(us_sensor=99.3, color_sensor='unknown', color_sensor2='unknown', g_sensor=-750)"
1732227870.352617,"state(us_sensor=99.3, color_sensor='unknown', color_sensor2='unknown', g_sensor=-754)"
1732227870.4048367,"state(us_sensor=99.3, color_sensor='unknown', color_sensor2='unknown', g_sensor=-758)"
1732227870.4573474,"state(us_sensor=99.3, color_sensor='unknown', color_sensor2='unknown', g_sensor=-762)"
1732227870.5097017,"state(us_sensor=99.3, color_sensor='unknown', color_sensor2='unknown', g_sensor=-765)"
1732227870.5620947,"state(us_sensor=99.3, color_sensor='unknown', color_sensor2='unknown', g_sensor=-768)"
1732227870.6146176,"state(us_sensor=99.3, color_sensor='unknown', color_sensor2='unknown', g_sensor=-772)"
1732227870.667138,"state(us_sensor=99.3, color_sensor='unknown', color_sensor2='unknown', g_sensor=-775)"
1732227870.719725,"state(us_sensor=99.3, color_sensor='unknown', color_sensor2='unknown', g_sensor=-778)"
1732227870.7717133,"state(us_sensor=99.3, color_sensor='unknown', color_sensor2='unknown', g_sensor=-782)"
1732227870.8241386,"state(us_sensor=99.3, color_sensor='unknown', color_sensor2='unknown', g_sensor=-785)"
1732227870.8768506,"state(us_sensor=99.3, color_sensor='unknown', color_sensor2='unknown', g_sensor=-789)"
1732227870.9296315,"state(us_sensor=99.4, color_sensor='unknown', color_sensor2='unknown', g_sensor=-793)"
1732227870.9824145,"state(us_sensor=99.4, color_sensor='unknown', color_sensor2='unknown', g_sensor=-797)"
1732227871.0348065,"state(us_sensor=32.6, color_sensor='unknown', color_sensor2='unknown', g_sensor=-801)"
1732227871.087714,"state(us_sensor=38.9, color_sensor='unknown', color_sensor2='unknown', g_sensor=-804)"
