0.0,32.6
0.999,32.6
4.995,32.8
8.991,33.8
13.986,34.5
18.981,58.6
23.976,59.7
28.971,59.7
33.966,59.7
38.961,88.3
43.956,88.3
48.951,88.3
53.946,56.9
58.941,56.7
63.936,56.1
67.932,55.3
73.926,55.3
77.922,55.3
83.916,55.3
87.912,55.4
92.907,55.4
97.902,56.7
102.897,57.4
107.892,58.1
112.887,61.6
117.882,79.6
122.877,79.6
127.872,79.6
132.867,79.6
138.861,59.0
142.857,57.8
147.852,57.2
152.847,57.0
156.843,56.2
162.837,56.3
167.832,56.1
172.827,56.3
177.822,56.2
182.817,56.9
186.813,57.2
191.808,57.4
196.803,58.1
201.798,57.8
207.792,59.7
211.788,59.7
216.783,64.5
222.777,64.5
227.772,64.5
232.767,60.9
237.762,59.8
241.758,59.9
247.752,59.9
252.74699999999999,59.9
257.742,59.0
262.737,59.7
266.733,59.7
271.728,60.3
276.723,60.9
281.718,60.9
286.713,63.2
291.708,62.6
296.703,62.6
301.698,84.5
306.693,84.2
311.688,84.2
316.683,84.2
321.678,58.1
327.672,57.4
332.667,56.7
337.662,33.8
342.657,33.2
346.653,32.6
352.647,33.0
356.643,33.0
361.638,32.8
365.634,32.8
370.629,33.0
375.624,34.5
380.61899999999997,37.0
385.614,59.7
390.609,59.7
395.604,59.7
399.6,59.7
404.595,190.6
409.59,190.6
415.584,57.4
419.58,56.9
424.575,56.3
429.57,55.4
434.565,55.3
439.56,55.3
444.555,55.3
449.55,55.3
454.545,55.4
459.54,56.3
464.535,57.4
469.53,58.1
474.525,58.1
479.52,58.1
484.515,80.2
489.51,80.2
494.505,80.2
499.5,80.2
504.495,58.2
509.49,57.3
513.486,57.0
519.48,56.9
523.476,56.3
528.471,56.3
533.466,56.3
538.461,56.7
542.457,56.9
548.451,56.9
553.446,57.2
558.441,57.4
563.436,58.0
568.431,59.0
573.426,60.9
578.421,60.9
583.416,60.9
588.411,83.9
593.406,83.9
598.401,60.5
603.396,60.5
608.391,59.9
613.386,59.9
618.381,59.0
623.376,59.0
628.371,59.7
632.367,59.7
638.361,60.3
642.357,60.9
648.351,62.2
652.347,62.6
658.341,62.6
663.336,62.6
668.331,62.6
673.326,62.6
678.321,62.6
683.316,62.6
688.311,58.0
693.306,56.9
698.301,34.9
703.296,33.6
708.291,33.0
713.286,33.0
717.282,33.0
722.277,32.8
727.272,32.8
731.268,33.4
737.262,34.0
741.258,35.5
747.252,37.4
751.248,59.7
756.243,59.7
761.2379999999999,59.7
766.233,59.7
771.228,255.0
776.223,255.0
781.218,57.4
786.213,56.3
790.209,55.9
796.203,55.4
800.199,55.3
805.194,55.3
810.189,55.3
815.184,55.3
820.179,56.3
825.174,57.0
830.169,58.0
835.164,58.1
840.159,60.7
845.154,80.2
850.149,80.2
855.144,80.2
860.139,80.2
865.134,59.0
870.129,57.3
875.124,57.2
880.119,56.3
885.114,56.3
889.11,56.3
894.105,56.3
899.1,56.3
904.095,56.3
909.09,56.2
914.085,57.3
919.08,57.2
924.075,57.8
929.07,58.6
934.065,59.1
939.06,59.1
944.055,59.1
949.05,59.1
954.045,61.8
959.04,60.9
964.035,60.5
969.03,59.9
974.025,59.9
979.02,59.0
984.015,59.0
989.01,59.7
994.005,59.7
999.0,59.7
1003.995,60.3
1008.99,61.8
1013.985,62.2
1018.98,62.5
1023.975,62.5
1028.97,62.5
1033.965,62.5
1038.96,62.5
1043.955,66.0
1048.95,58.6
1053.945,57.3
1058.94,56.9
1063.935,34.9
1068.93,34.0
1073.925,32.9
1077.921,32.8
1083.915,32.9
1088.91,33.0
1093.905,33.4
1097.901,33.6
1103.895,34.7
1107.891,36.6
1112.886,59.7
1117.881,60.3
1122.876,60.3
